key,source,translation
"Content_Season1/Decor/Text/Season1Labels.csv/seasonreward_free","Free","免费奖励"
"Content_Season1/Decor/Text/Season1Labels.csv/seasonreward_freereward","Free Reward","免费奖励"
"Content_Season1/Decor/Text/Season1Labels.csv/seasonsrewards_adventurepassconfirm","If you recently purchased the Adventure Pass and are not seeing it, please wait as it may take a moment for the game to register your purchase. You can restart the game to get access immediately.","如果你最近购买了冒险通行证但是没有生效，请稍等，因为游戏需要时间登记你的购买。你可以重启游戏立即应用通行证。"
"Content_Season1/Decor/Text/Season1Labels.csv/seasonrewards_lockedwarning","Level Up to Unlock","升级以解锁"
"Content_Season1/Decor/Text/Season1Labels.csv/seasonrewards_locked","Locked","已锁定"
"Content_Season1/Decor/Text/Season1Labels.csv/adventure_hub_next_tier","Next Rank: {0}","下一级别：{0}"
"Content_Season1/Decor/Text/Season1Labels.csv/seasonreward_errorconfirmbutton","Okay!","好的！"
"Content_Season1/Decor/Text/Season1Labels.csv/seasonreward_page","Page","页面"
"Content_Season1/Decor/Text/Season1Labels.csv/seasonrewards_player1onlywarning","Player 1 required","需要玩家1"
"Content_Season1/Decor/Text/Season1Labels.csv/seasonreward_premium","Premium","进阶奖励"
"Content_Season1/Decor/Text/Season1Labels.csv/seasonreward_premiumreward","Premium Reward","进阶奖励"
"Content_Season1/Decor/Text/Season1Labels.csv/seasonrewards_purchsenotification1","Purchasing the Adventure Pass now will unlock and claim all previous premium reward levels.","现在购买可以解锁并领取之前等级的所有进阶奖励。"
"Content_Season1/Decor/Text/Season1Labels.csv/adventure_hub_tier_label","Rank","级别"
"Content_Season1/Decor/Text/Season1Labels.csv/adventure_hub_season_title","Season 1","赛季1"
"Content_Season1/Decor/Text/Season1Labels.csv/seasonreward_errorheader","Sorry!","很抱歉！"
"Content_Season1/Decor/Text/Season1Labels.csv/seasonreward_SAPpurchasethanksheader","Thank you!","谢谢！"
"Content_Season1/Decor/Text/Season1Labels.csv/seasonrewards_buypassnotificationtitle","Thank you!","谢谢！"
"Content_Season1/Decor/Text/Season1Labels.csv/seasonrewards_purchsenotification2","The Adventure Pass only applies to this platform. Your progress will be shared across platforms though.","冒险通行证仅用于此平台。但你的进度可以跨平台保存。"
"Content_Season1/Decor/Text/Season1Labels.csv/adventure_hub_unavailable_gameclienttooold","Update game to access the Adventure Hub.","更新游戏以访问冒险中心。"
"Content_Season1/Decor/Text/Season1Labels.csv/seasonreward_errorconnectionissue","We couldn't connect for some reason. Please check your internet connection and try again.","由于某些原因我们无法连接至服务器。请检查网络连接并重试。"
"Content_Season1/Decor/Text/Season1Labels.csv/weekly_challenges_title","Weekly Challenges","每周挑战"
"Content_Season1/Decor/Text/Season1Labels.csv/seasonsrewards_adventurepasswarning","You can buy the Adventure Pass to unlock premium items","你可以购买冒险通行证来解锁进阶奖励"
"Content_Season1/Decor/Text/Season1Labels.csv/seasonrewards_buypassnotification1","You have unlocked the Adventure Pass Content!","你已解锁冒险通行证内容！"
"Content_Season1/Decor/Text/Season1Labels.csv/seasonreward_SAPpurchaseline1","You have unlocked the Adventure Pass content!","你已解锁冒险通行证内容！"
"Content_Season1/Decor/Text/Season1Labels.csv/adventure_hub_next_season_countdown_in_days","{days} days until Season 2 is available","离赛季2还有{days}天"
"Content_Season1/Decor/Text/Season1Labels.csv/adventure_hub_next_season_countdown_in_hours","{hours}:{minutes}:{seconds} until Season 2 is available","离赛季2还有{hours}：{minutes}：{seconds}"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/currency_gold10_desc","10 Gold","10 金锭"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/currency_emeralds1000_desc","1000 Emeralds","1000 绿宝石"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/currency_emeralds1500_desc","1500 Emeralds","1500 绿宝石"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/currency_gold20_desc","20 Gold","20 金锭"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/currency_emeralds2000_desc","2000 Emeralds","2000 绿宝石"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/currency_gold30_desc","30 Gold","30 金锭"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/currency_emeralds500_desc","500 Emeralds","500 绿宝石"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/cape_premium01_desc","A black cape with a white stripe that hits a triangle and splits into a rainbow.","一个黑色披风，带有白色条纹撞击三角形并分裂成彩虹的图案。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/healingflair_premium02_desc","A flurry of red hearts swarm around the hero.","一群红心聚集在玩家周围。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/healingflair_free01_desc","A fountain of heart icons springs from the hero.","一团心形图标从玩家身上涌现。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/healingflair_premium04_desc","A golden ray of light shines down on the hero.","一道金光从玩家上方照耀下来。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/pet_free01_desc","A mischievous little pal who is ready to go on a big adventure.","一个调皮的小家伙，做好了大冒险的准备。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/pet_premium01_desc","A moody bird that is popular with angsty poets.","一只喜怒无常的鸟，很受那群多愁善感诗人的欢迎。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/skin_free03_desc","A skin based on a Mojang Youtube video.","一款基于Mojang Youtube视频的皮肤。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/skin_premium02_desc","A skin featuring a rainbow patterned look.","一款具有彩虹图案外观的皮肤。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/skin_premium06_desc","A skin in the style of a Blacksmith with a leather apron.","一款带有皮革围裙的铁匠风格皮肤。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/skin_premium04_desc","A skin in the style of a particularly brutal warrior.","一款带有特别的狂战士风格的皮肤。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/skin_free02_desc","A skin inspired by brave heroes of legend.","一款灵感来自勇敢传奇英雄的皮肤。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/skin_free01_desc","A skin inspired by the creature who is mysteriously drawn to the tower.","一款灵感来自被高塔神秘吸引的生物的皮肤。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/skin_premium05_desc","A skin inspired by the creatures of the End.","一款灵感来自末地生物的皮肤。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/skin_premium01_desc","A skin inspired by the sight of fluffy white clouds drifting across a clear blue sky.","一款灵感来自蔚蓝天空中漂浮的蓬松白云的皮肤。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/skin_premium03_desc","A skin inspired by those who watch over those in need.","一款灵感来自心善之人的皮肤。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/skin_premium07_desc","A skin that is decorated by golden bird feathers.","一款用金色鸟羽装饰的皮肤。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/cape_free01_desc","A stormcloud in cape form.","披风形态的暴雨云。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/healingflair_premium03_desc","An explosive burst of hearts fly out from the hero.","一大堆爱心从玩家身上爆裂飞出。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/pet_premium05_name","Baby Squid","鱿鱼宝宝"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/skin_premium04_name","Barbarian","野蛮人"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/skin_premium06_name","Blacksmith","铁匠"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/respawnflair_free01_desc","Bolts of lightning strike where the hero is revived.","在玩家复活的位置劈下闪电。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/respawnflair_premium01_name","Boom","爆炸"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/levelupflair_free02_name","Bubbly","泡泡"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/skin_premium01_name","Cloud Watcher","云层守望者"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/cape_premium02_name","Cloudy Climb Cape","云上攀登披风"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/levelupflair_premium03_name","Confetti","彩色纸屑"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/mobflair_free01_name","Confetti","彩色纸屑"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_free02_name","Dance Fever","舞蹈狂热"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/pet_premium03_name","Dark Baby Goat","黑色山羊宝宝"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/cape_free01_name","Downpour Cape","暴雨披风"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/respawnflair_premium05_name","Dramatic","盛大登场"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_premium09_name","Dramatic Fall","综艺摔"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/pet_free02_name","Duck","鸭子"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/currency_emeralds1000_name","Emeralds x 1000","绿宝石 × 1000"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/currency_emeralds1500_name","Emeralds x 1500","绿宝石 × 1500"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/currency_emeralds2000_name","Emeralds x 2000","绿宝石 × 2000"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/currency_emeralds500_name","Emeralds x 500","绿宝石 × 500"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/skin_premium05_name","Enderling","末影灵"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/levelupflair_free01_name","Fireworks","烟火"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/levelupflair_premium01_name","Flower Power","花之力"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/healingflair_premium06_name","Food Parcel","食物包裹"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/pet_free01_name","Fox","狐狸"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_premium07_name","Friendship","友谊"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/currency_gold10_name","Gold x 10","金锭 × 10"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/currency_gold20_name","Gold x 20","金锭 × 20"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/currency_gold30_name","Gold x 30","金锭 × 30"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/pet_free03_name","Golden Parrot","金鹦鹉"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/skin_premium03_name","Guardian","守卫者"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/healingflair_premium03_name","Healing Burst","治疗爆发"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/healingflair_premium01_name","Healing Rain","治疗之雨"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/healingflair_premium04_name","Healing Ray","治疗之光"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/healingflair_premium02_name","Healing Wind","治疗之风"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/healingflair_free01_name","Heart Fountain","爱心涌泉"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_free01_name","Hero Pose","英雄姿态"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/skin_premium07_name","High-Flyer","高高在上"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_premium03_name","Ironic Dance","嘲讽舞"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/pet_premium05_desc","Is there anything more precious than an itty bitty Baby Squid? No, there is not.","还有什么能比超小只的鱿鱼宝宝更珍贵呢？没有，绝对没有。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/pet_premium02_desc","Just when you thought the baby pig couldn't get any cuter, in struts the Spotted Baby Pig.","就在你觉得猪宝宝不会再变得更可爱的时候，长着斑点的猪宝宝带来惊喜了。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/skin_free01_name","Keeper","看守者"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/skin_free02_name","Knight","骑士"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_premium08_name","Log","原木"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_premium01_name","Melee Moves","近战移动"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/skin_free03_name","Mobbo","Mobbo"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/rewardorigin_season01","Obtained as a Cloudy Climb Adventure Reward.","可通过云上攀登冒险奖励获得。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/respawnflair_premium03_name","Overcast","云里雾里"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/mobflair_premium03_name","POOF!","烟雾突现！"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/levelupflair_premium05_name","Popping Candy","爆裂糖果"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/cape_premium01_name","Prism Cape","海晶石披风"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/mobflair_premium06_name","Rainbow","彩虹"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/skin_premium02_name","Rainbow","彩虹"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/levelupflair_premium02_name","Rainbow Radiance","彩虹治愈"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/healingflair_premium05_name","Rainbow Rings","彩虹圆环"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/healingflair_premium01_desc","Rainbow colored rain falls from above.","彩虹的雨点从上方降落。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/pet_premium01_name","Raven","乌鸦"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/mobflair_premium02_name","Rich Stuff","富裕奢豪"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/healingflair_premium05_desc","Rings of colorful rainbows surround the hero.","五颜六色的彩虹环绕玩家。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/pet_premium04_name","Ruby Baby Turtle","红宝石色海龟宝宝"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_premium02_name","Smooth Operator","熟练技工"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/mobflair_premium01_name","Sploosh!","水花四溅！"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/respawnflair_premium06_name","Spooky","诡谲"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/pet_premium02_name","Spotted Baby Pig","斑点猪宝宝"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/levelupflair_premium04_name","Static Shock","电击"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_premium06_name","Stylish Spins","时尚旋转"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/respawnflair_premium04_name","Sunbeam","光束"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/mobflair_premium04_name","Sunburst","阳光乍现"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_premium05_name","The Axolotl","美西螈"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/pet_premium03_desc","The Dark Baby Goat may seem a bit spooky, but it's a loyal friend that will stick with you through thick and thin.","黑色山羊宝宝看起来有点恐怖，不过它是你忠诚的朋友，与你风雨同舟。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_premium04_name","The Elytra","鞘翅"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_free03_name","The Enderman","末影人"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/pet_free03_desc","The Golden Parrot is breathtakingly beautiful. It also isn't made of real gold.","这只金鹦鹉美得令人窒息。不过，它不是用真金做的。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_premium11_name","The Pickaxe","镐子"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/pet_premium04_desc","The Ruby Baby Turtle is a rare sight and an adorable delight.","红宝石色海龟宝宝是一种罕见的生物，可爱到让人融化。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_premium07_desc","The hero bends and then straightens their back in the purest display of friendship in the Minecraft universe.","英雄弯腰再挺直了背，展现出Minecraft宇宙中最纯粹的友谊。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_premium05_desc","The hero does a dance where they imitate an axolotl.","模仿美西螈的动作。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_premium10_desc","The hero does a dance where they walk in place.","一边走路一边跳舞的动作。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_free02_desc","The hero does a medley of cheesy dance moves.","一套俗气的舞蹈动作。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_premium11_desc","The hero does a move where they imitate swinging a pickaxe.","挥舞镐子的动作。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_premium12_desc","The hero does a sequence from a high energy workout routine.","一套高强度的锻炼动作。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_premium02_desc","The hero does a series of smooth dance moves.","一套流畅的舞蹈动作。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_premium06_desc","The hero does a set of spinning dance moves. How are you not dizzy!?","一套十分华丽的旋转动作。试问谁能不头晕！？"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_premium03_desc","The hero does an iconic dance, but ironically.","玩家一阵潮舞，显出很强的嘲讽意味。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_premium08_desc","The hero goes stiff and falls flat on their face.","玩家全身僵硬，朝着地面平躺而下，脸部着地。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_free01_desc","The hero heroically holds their weapon up towards the sky.","玩家英勇地将武器指向天空。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/levelupflair_premium02_desc","The hero levels up and a burst of rainbow color rays emit from their heart.","玩家升级时会从心中爆出彩虹光束。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/levelupflair_free01_desc","The hero levels up and a dazzling firework explodes overhead.","玩家升级时有耀眼的烟火在头顶爆炸。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/levelupflair_premium04_desc","The hero levels up and crackles with electric energy.","玩家升级时发出电流的爆裂声。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/levelupflair_premium01_desc","The hero levels up and is showered by sparkling flowers and petals.","玩家升级时沐浴着亮晶晶的花朵和花瓣。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/levelupflair_free02_desc","The hero levels up and is surrounded by a shimmering cascade of bubbles.","玩家升级时被闪闪发光的泡泡瀑布围绕。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/levelupflair_premium05_desc","The hero levels up and is surrounded by colorful pops and bursts.","升级时被五颜六色的爆裂效果围绕。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/levelupflair_premium03_desc","The hero levels up and is surrounded by falling confetti and the sound of party horns.","升级时被飞下来的彩色纸屑和派对喇叭的声响围绕。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/levelupflair_premium06_desc","The hero levels up and is surrounded by ominous dark clouds.","升级时被不祥的乌云围绕。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_free03_desc","The hero mimes stacking blocks like an Enderman.","模仿末影人堆叠方块。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_premium04_desc","The hero pretends to take flight.","假装自己在滑翔。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/respawnflair_premium05_desc","The hero revives in a cloud of purple smoke and black hearts.","在一团紫色烟雾和黑心效果中复活。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/respawnflair_premium04_desc","The hero revives in a glowing beacon of light.","在一道光中复活。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/respawnflair_premium06_desc","The hero revives in a swarm of bats.","在一大群蝙蝠中复活。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/respawnflair_premium03_desc","The hero revives under dense cloud cover.","在浓密的云层里复活。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/respawnflair_premium01_desc","The hero revives with a bang.","伴随着砰的一声复活。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/respawnflair_premium02_desc","The hero revives within a twisting tornado.","在飞舞的龙卷风中复活。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_premium01_desc","The hero throws out some punches as if fighting an imaginary foe.","玩家朝着空气挥拳，仿佛在虚空索敌。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_premium09_desc","The hero very dramatically takes a fall. Don't worry, they're fine.","戏剧般地摔倒。不要担心，人没事。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/mobflair_free01_desc","The mob bursts into confetti.","被击杀的生物会爆裂成彩色纸屑。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/mobflair_premium02_desc","The mob bursts into gold bars.","被击杀的生物会爆裂成金条。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/mobflair_premium01_desc","The mob bursts into rain drops.","被击杀的生物会爆裂成雨点。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/mobflair_premium06_desc","The mob emits a brief rainbow burst.","被击杀的生物会发出短暂的七彩光芒。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/mobflair_premium04_desc","The mob emits a brief ray of light.","被击杀的生物会发出一道疾光。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/mobflair_premium03_desc","The mob emits a swirling smoke.","被击杀的生物会发出滚滚浓烟。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/cape_premium02_desc","The signature cape of the Cloudy Climb season (Season 1).","云上攀登（赛季1）的标志性披风。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/pet_free02_desc","This curious waterfowl will follow you anywhere.","这只好奇心满满的水禽会跟着你，如影随形。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/respawnflair_free01_name","Thunder Crack","霹雳"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/respawnflair_premium02_name","Tornado","龙卷风"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/pet_premium06_name","Toucan","大嘴鸟"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/healingflair_premium06_desc","Visions of various food items rain down on the hero.","各种食物的影像如雨般落到玩家身上。"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_premium10_name","Walk it Off","走开"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/levelupflair_premium06_name","Whirlwind","旋风"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/pet_premium06_desc","Who has the best pet in the game? With the Toucan, you can!","谁拥有游戏里最棒的宠物？只要得到大嘴鸟，这个荣誉就非你莫属了！"
"Content_Season1/Decor/Text/Season1RewardsLabels.csv/emote_premium12_name","Workout","锻炼"
"Content_Season1/Decor/Text/Season1UILabels.csv/season_upsell_popup_text1","Buying now will unlock all previous reward levels","现在购买可解锁先前的所有奖励等级"
"Content_Season1/Decor/Text/Season1UILabels.csv/ui_hud_climbTheTower","Climb the Tower","爬上高塔"
"Content_Season1/Decor/Text/Season1UILabels.csv/chatwheel_emote","Emote","动作"
"Content_Season1/Decor/Text/Season1UILabels.csv/season_overview_free","Free","免费奖励"
"Content_Season1/Decor/Text/Season1UILabels.csv/action_holdToPickUp","Hold to Pick Up","按住以拾取"
"Content_Season1/Decor/Text/Season1UILabels.csv/ui_inventory_hint_inventoryOpened","Inventory Opened","物品栏已打开"
"Content_Season1/Decor/Text/Season1UILabels.csv/ui_hud_loading","Loading...","加载中..."
"Content_Season1/Decor/Text/Season1UILabels.csv/season_overview_premium","Premium","进阶奖励"
"Content_Season1/Decor/Text/Season1UILabels.csv/ui_button_hint_update_season1","Press The {key} To Exit","按{key}退出"
"Content_Season1/Decor/Text/Season1UILabels.csv/action_pressToSkip","Press {Input} To Skip","按{Input}跳过"
"Content_Season1/Decor/Text/Season1UILabels.csv/error_msg_aborting_will_lose_progress","You will not get any rewards.","你将不会获得任何奖励。"
"Content_Season1/Decor/Text/TowerUILabels.csv/tower_youfailed_subtext_1"," seconds. Get Ready!"," 秒。做好准备！"
"Content_Season1/Decor/Text/TowerUILabels.csv/tower_bp_point_four","1 Enchantment Point earned!","已获取1点附魔点数！"
"Content_Season1/Decor/Text/TowerUILabels.csv/lobbyUIaccess_seasonaladventurepass","Adventure Pass","冒险通行证"
"Content_Season1/Decor/Text/TowerUILabels.csv/tower_bp_point_two","Any items not equipped will be lost.","所有未选择的物品会被丢弃。"
"Content_Season1/Decor/Text/TowerUILabels.csv/tower_inspector_progress_attempts","Attempts left: {Amount}","剩余生命：{Amount}"
"Content_Season1/Decor/Text/TowerUILabels.csv/tower_rewards_available","Available Rewards","可用的奖励"
"Content_Season1/Decor/Text/TowerUILabels.csv/tower_inspector_avatarpower","Avatar<lf>Power","影子角色
战力"
"Content_Season1/Decor/Text/TowerUILabels.csv/tower_floorinfo_bosstype","Boss","Boss"
"Content_Season1/Decor/Text/TowerUILabels.csv/tower_inspector_progress_bosses","Bosses defeated: {Amount}","击败的Boss数量：{Amount}"
"Content_Season1/Decor/Text/TowerUILabels.csv/tower_status_badconfig_remedy","Cannot start Tower due to technical issues","由于技术问题无法启动高塔"
"Content_Season1/Decor/Text/TowerUILabels.csv/tower_status_genericservice_remedy","Cannot start Tower while Disconnected","断开连接时无法启动高塔"
"Content_Season1/Decor/Text/TowerUILabels.csv/tower_status_noconnection_remedy","Cannot start Tower while Disconnected","断开连接时无法启动高塔"
"Content_Season1/Decor/Text/TowerUILabels.csv/tower_choosereward","Choose a reward to bring back from the Tower.","选择从高塔带回的奖励。"
"Content_Season1/Decor/Text/TowerUILabels.csv/towermerchant_chooseanitem","Choose an item","选择物品"
"Content_Season1/Decor/Text/TowerUILabels.csv/tower_bp_point_one","Choose an item to equip for the Tower Run.","选择在冲塔中要装备的物品。"
"Content_Season1/Decor/Text/TowerUILabels.csv/tower_floorinfo_combattype","Combat","战斗"
"Content_Season1/Decor/Text/TowerUILabels.csv/tower_inspector_currentfloor","Current<lf>Floor","当前
楼层"
"Content_Season1/Decor/Text/TowerUILabels.csv/tower_failed_subtext","Don't give up! Try the Tower again any time.","别气馁！你随时都可以再次进行挑战。"
"Content_Season1/Decor/Text/TowerUILabels.csv/tower_floorinfo_emptytype","Empty","空"
"Content_Season1/Decor/Text/TowerUILabels.csv/tower_enchantmentpoints","Enchantment point","附魔点数"
"Content_Season1/Decor/Text/TowerUILabels.csv/tower_inventory_nextfloorinfo_finalfloor","Final Floor","最后一层"
"Content_Season1/Decor/Text/TowerUILabels.csv/tower_rules_2","Finishing the Tower will reward your current hero one high level item.","冲塔成功会奖励当前角色一个高等级物品。"
"Content_Season1/Decor/Text/TowerUILabels.csv/tower_youfailed_subtext_0","Floor resets in ","距离楼层重置还有 "
"Content_Season1/Decor/Text/TowerUILabels.csv/tower_startmenu_floorcounter","Floor {Current} of {Max}","{Current} 层共 {Max} 层"
"Content_Season1/Decor/Text/TowerUILabels.csv/tower_ingamehud_floor","Floor {Current} of {Total}","{Current} 层共 {Total} 层"
"Content_Season1/Decor/Text/TowerUILabels.csv/tower_floor_cleared","Floor {floorcount} Cleared","{floorcount} 楼已清理"
"Content_Season1/Decor/Text/TowerUILabels.csv/tower_giveupdialogtitle","Give up","放弃"
"Content_Season1/Decor/Text/TowerUILabels.csv/tower_pausemenu_giveuprun","Give up Tower Run","放弃冲塔"
"Content_Season1/Decor/Text/TowerUILabels.csv/tower_podium_btn_returntocamp","Go to Camp","返回营地"
"Content_Season1/Decor/Text/TowerUILabels.csv/tower_podium_title","Go to Camp?","返回营地？"
"Content_Season1/Decor/Text/TowerUILabels.csv/tower_status_inventoryfull_label","Inventory Full","物品栏已满"
"Content_Season1/Decor/Text/TowerUILabels.csv/towerUIaccess_menulabel_localMP","Local MP","本地多人"
